Receipt No.,Completion Time,Details,Transaction Status,Paid In,Withdrawn,Balance
SK21BD80TZ,2024-11-02 14:26:00.010,,Completed,32.0,,32.0
SK29ATXW6T,2024-11-02 12:20:00.010,Purchase with Fuliza,Completed,,-50.0,0.0
SK29ATXW6T,2024-11-02 12:20:00.010,,Completed,29.48,,50.0
SK29AKEW7V,2024-11-02 11:12:00.029,Purchase,Completed,,-55.0,20.52
SK20A1T4EW,2024-11-02 08:51:59.962,Purchase,Completed,,-35.0,75.52
SK219HOJK7,2024-11-02 00:17:00.038,Purchase,Completed,,-38.0,110.52
SK219HNRKF,2024-11-02 00:17:00.038,,Completed,,-1.48,148.52
SK269HO2PO,2024-11-02 00:17:00.038,,Completed,150.0,,150.0
SK159CYL9F,2024-11-01 22:39:00.000,Purchase with Fuliza,Completed,,-25.0,0.0
SK159CYL9F,2024-11-01 22:39:00.000,,Completed,1.46,,25.0
SK1686D8BU,2024-11-01 18:33:59.990,Purchase,Completed,,-28.0,23.54
SK197U377Z,2024-11-01 17:30:59.990,Purchase,Completed,,-21.0,51.54
SK1578U2ZD,2024-11-01 15:15:59.990,Purchase,Completed,,-45.0,72.54
SK116ZGOS7,2024-11-01 14:12:59.990,Purchase,Completed,,-25.0,117.54
SK176J0V7J,2024-11-01 12:22:00.019,Purchase,Completed,,-25.0,142.54
SK1269LL0K,2024-11-01 11:12:59.990,Purchase,Completed,,-35.0,167.54
SK1869I5P0,2024-11-01 11:12:00.029,,Completed,200.0,,202.54
SK135OYSJX,2024-11-01 08:35:00.010,Purchase,Completed,,-21.0,2.54
SJV355HPXN,2024-10-31 23:51:59.962,Purchase,Completed,,-21.0,23.54
SJV34XEVVP,2024-10-31 21:56:00.010,Purchase,Completed,,-35.0,44.54
SJV03XK5EK,2024-10-31 18:51:59.990,Purchase,Completed,,-32.0,79.54
SJV32EW7WL,2024-10-31 13:16:59.981,Purchase,Completed,,-25.0,111.54
SJV525QM0Z,2024-10-31 12:13:00.019,Purchase,Completed,,-42.0,136.54
SJV91F9RON,2024-10-31 08:53:00.010,Purchase,Completed,,-25.0,178.54
SJV617FXQE,2024-10-31 07:48:00.000,Purchase,Completed,,-21.0,203.54
SJV9ZXVZ6J,2024-10-31 04:20:00.038,Purchase,Completed,,-50.0,224.54
SJV3ZUXQE5,2024-10-31 00:26:00.038,Purchase,Completed,,-100.0,274.54
SJU7ZCHAF3,2024-10-30 20:53:59.971,Purchase,Completed,,-45.0,374.54
SJU8ZCBL68,2024-10-30 20:53:00.010,,Completed,400.0,,419.54
SJU5Z00TNX,2024-10-30 19:50:59.971,Purchase,Completed,,-20.0,19.54
SJU9YE6DQB,2024-10-30 18:20:00.010,Purchase,Completed,,-35.0,39.54
SJU0Y20OGO,2024-10-30 17:14:00.038,,Completed,,-29.0,74.54
SJU0Y20OGO,2024-10-30 17:14:00.038,,Completed,,-950.0,103.54
SJU3Y1VZMZ,2024-10-30 17:12:59.990,,Completed,900.0,,1053.54
SJU7Y1J19N,2024-10-30 17:10:59.981,,Completed,0.0,,153.54
SJU6XSH75Q,2024-10-30 16:12:59.962,,Completed,,-13.0,153.54
SJU6XSH75Q,2024-10-30 16:12:59.962,,Completed,,-1000.0,166.54
SJU2XRYI8M,2024-10-30 16:09:00.029,,Completed,1100.0,,1166.54
SJU5XN1SQ9,2024-10-30 15:35:00.038,Purchase,Completed,,-40.0,66.54
SJU4X82VSW,2024-10-30 13:50:00.010,Purchase,Completed,,-30.0,106.54
SJU0WPVHVE,2024-10-30 11:42:00.000,Purchase,Completed,,-32.0,136.54
SJU0WI2ZM6,2024-10-30 10:43:59.981,Purchase,Completed,,-28.0,168.54
SJU4W9MQYG,2024-10-30 09:40:00.019,Purchase,Completed,,-21.0,196.54
SJU9VUATV3,2024-10-30 07:32:00.010,Purchase,Completed,,-28.0,242.54
SJT0VI62F8,2024-10-29 23:33:00.000,Purchase,Completed,,-56.0,270.54
SJT3VAAQMT,2024-10-29 21:49:00.019,Purchase,Completed,,-50.0,326.54
SJT5V1C9Y3,2024-10-29 20:48:59.990,Purchase,Completed,,-35.0,376.54
SJT1UJ6YBV,2024-10-29 19:21:59.962,,Completed,,-100.0,411.54
SJT0UHSWI0,2024-10-29 19:16:00.019,,Completed,,-228.0,511.54
SJT1UGVWON,2024-10-29 19:12:00.000,,Completed,500.0,,739.54
SJT0UGNXT4,2024-10-29 19:11:00.038,,Completed,0.0,,239.54
SJT9UATWZN,2024-10-29 18:47:59.971,Purchase,Completed,,-25.0,239.54
SJT0TXXRYY,2024-10-29 17:44:00.010,Purchase,Completed,,-25.0,264.54
SJT7TGBOK7,2024-10-29 15:53:00.038,Purchase,Completed,,-38.0,289.54
SJT2SUS4WA,2024-10-29 13:21:59.962,Purchase,Completed,,-45.0,327.54
SJT9SP6FQT,2024-10-29 12:42:00.029,Purchase,Completed,,-25.0,372.54
SJT7SFU4NH,2024-10-29 11:32:00.038,Purchase,Completed,,-25.0,397.54
SJT9S70BKX,2024-10-29 10:23:59.971,Purchase,Completed,,-25.0,422.54
SJT6RYFJK6,2024-10-29 09:17:00.038,Purchase,Completed,,-25.0,447.54
SJS2R6TNQQ,2024-10-28 22:25:00.019,Charge,Completed,,-5.0,504.54
SJS2R6TNQQ,2024-10-28 22:25:00.019,,Completed,,-500.0,509.54
SJS8R5YUSE,2024-10-28 22:14:59.971,Purchase,Completed,,-30.0,1009.54
SJS3R5QHPX,2024-10-28 22:12:59.962,,Completed,0.0,,39.54
SJS1QRJ0YF,2024-10-28 20:30:59.990,Purchase,Completed,,-25.0,39.54
SJS0QEXUQ6,2024-10-28 19:29:00.038,,Completed,,-30.0,64.54
SJS7P9WZ3X,2024-10-28 15:54:00.000,Purchase,Completed,,-50.0,57.54
SJS4OW6D8Q,2024-10-28 14:15:59.962,Purchase,Completed,,-35.0,107.54
SJS5OONJ6J,2024-10-28 13:25:00.019,,Completed,,-23.0,142.54
SJS5OONJ6J,2024-10-28 13:25:00.019,,Completed,,-1200.0,165.54
SJS2OOAISS,2024-10-28 13:21:59.962,,Completed,1200.0,,1365.54
SJS3OO6397,2024-10-28 13:21:00.000,Purchase,Completed,,-25.0,165.54
SJS4OEH4LY,2024-10-28 12:11:59.971,Purchase,Completed,,-15.0,190.54
SJS3O6JH0H,2024-10-28 11:10:59.981,Purchase,Completed,,-28.0,205.54
SJS5NNENGB,2024-10-28 08:37:59.981,Purchase,Completed,,-25.0,233.54
SJS4NGDZMA,2024-10-28 07:34:59.981,Purchase,Completed,,-25.0,258.54
SJR7N1YYKF,2024-10-27 22:50:59.971,Purchase,Completed,,-21.0,283.54
SJR3MWE8UH,2024-10-27 21:47:59.971,Purchase,Completed,,-28.0,304.54
SJR7MBK7I9,2024-10-27 19:36:00.029,Purchase,Completed,,-28.0,332.54
SJR0LJY2I6,2024-10-27 17:14:00.038,Purchase,Completed,,-38.0,360.54
SJR5L9HYC7,2024-10-27 16:09:59.990,Purchase,Completed,,-28.0,398.54
SJR8KLMXYS,2024-10-27 13:21:59.962,Purchase,Completed,,-45.0,426.54
SJR5KDCLF9,2024-10-27 12:15:59.990,Purchase,Completed,,-20.0,471.54
SJR1K35GG1,2024-10-27 10:50:00.010,Purchase,Completed,,-32.0,491.54
SJR5JUNSCN,2024-10-27 09:36:59.962,Purchase,Completed,,-32.0,523.54
SJQ5IITDQB,2024-10-26 20:17:00.010,Purchase,Completed,,-32.0,555.54
SJQ3I7U89B,2024-10-26 19:27:00.029,Purchase,Completed,,-25.0,587.54
SJQ7H8ZYWV,2024-10-26 16:32:59.971,Purchase,Completed,,-32.0,612.54
SJQ7H0PJ83,2024-10-26 15:38:59.971,Purchase,Completed,,-32.0,644.54
SJQ3GNO4E7,2024-10-26 14:12:00.029,,Completed,,-7.0,676.54
SJQ3GNO4E7,2024-10-26 14:12:00.029,,Completed,,-300.0,683.54
SJQ5GNFJ4D,2024-10-26 14:10:00.019,,Completed,,-216.46,983.54
SJQ4GNFEMY,2024-10-26 14:10:00.019,,Completed,1200.0,,1200.0
SJQ5FYEPWF,2024-10-26 11:17:00.010,Purchase with Fuliza,Completed,,-38.0,0.0
SJQ5FYEPWF,2024-10-26 11:17:00.010,,Completed,38.0,,38.0
SJQ8FNSHK0,2024-10-26 09:58:00.019,,Completed,,-40.0,0.0
SJQ8FNSHK0,2024-10-26 09:58:00.019,,Completed,40.0,,40.0
SJQ8F0R4BQ,2024-10-26 06:15:59.990,Purchase with Fuliza,Completed,,-38.0,0.0
SJQ8F0R4BQ,2024-10-26 06:15:59.990,,Completed,38.0,,38.0
SJP7DPX3UD,2024-10-25 19:07:59.981,Purchase with Fuliza,Completed,,-20.0,0.0
SJP7DPX3UD,2024-10-25 19:07:59.981,,Completed,20.0,,20.0
SJP5DLD2BP,2024-10-25 18:49:59.981,,Completed,,-150.0,7.0
SJP5DLD2BP,2024-10-25 18:49:59.981,,Completed,78.31,,157.0
SJP4DHKBTE,2024-10-25 18:33:59.990,,Completed,,-29.0,78.69
SJP4DHKBTE,2024-10-25 18:33:59.990,,Completed,,-350.0,107.69
SJP5DGPRAJ,2024-10-25 18:29:59.971,,Completed,,-50.0,457.69
SJP7DCMBRR,2024-10-25 18:09:59.962,,Completed,,-13.0,507.69
SJP7DCMBRR,2024-10-25 18:09:59.962,,Completed,,-800.0,520.69
SJP0CO2E4O,2024-10-25 15:45:00.000,Purchase,Completed,,-40.0,1320.69
SJP4CN2FIO,2024-10-25 15:38:00.010,Purchase,Completed,,-32.0,1360.69
SJP1CK74Z3,2024-10-25 15:18:00.000,,Completed,,-29.0,1392.69
SJP1CK74Z3,2024-10-25 15:18:00.000,,Completed,,-300.0,1421.69
SJP7CEC883,2024-10-25 14:37:00.019,,Completed,,-29.0,1721.69
SJP7CEC883,2024-10-25 14:37:00.019,,Completed,,-350.0,1750.69
SJP1C36RWL,2024-10-25 13:21:59.962,Purchase,Completed,,-32.0,2100.69
SJP9BTKHWP,2024-10-25 12:13:00.019,Purchase,Completed,,-32.0,2132.69
SJP2BQ13CY,2024-10-25 11:46:59.981,Charge,Completed,,-42.0,2164.69
SJP2BQ13CY,2024-10-25 11:46:59.981,,Completed,,-7380.0,2206.69
SJP1BPSIBX,2024-10-25 11:44:59.971,,Completed,7400.0,,9586.69
SJP7BK4J2L,2024-10-25 11:01:59.981,Purchase,Completed,,-20.0,2186.69
SJP7B2L34B,2024-10-25 08:46:00.019,Purchase,Completed,,-45.0,2206.69
SJP6AO36YO,2024-10-25 06:13:59.981,Purchase,Completed,,-45.0,2251.69
SJO2A2LF2W,2024-10-24 20:53:00.010,,Completed,,-20.0,2296.69
SJO89BAUIK,2024-10-24 18:42:59.990,Purchase,Completed,,-45.0,2316.69
SJO894IVNS,2024-10-24 18:11:00.010,Purchase,Completed,,-25.0,2361.69
SJO191X65R,2024-10-24 17:57:59.990,,Completed,2000.0,,2386.69
SJO48O75U0,2024-10-24 16:36:00.029,,Completed,300.0,,386.69
SJO387GHVT,2024-10-24 14:35:00.010,Purchase,Completed,,-65.0,86.69
SJO387ADX7,2024-10-24 14:33:59.962,,Completed,150.0,,151.69
SJO9800QM3,2024-10-24 13:41:59.971,,Completed,,-29.0,1.69
SJO9800QM3,2024-10-24 13:41:59.971,,Completed,,-350.0,30.69
SJO97ZSWIT,2024-10-24 13:39:59.962,,Completed,300.0,,380.69
SJO37XJLF3,2024-10-24 13:25:00.019,Purchase,Completed,,-20.0,80.69
SJO17OU5MD,2024-10-24 12:20:59.971,Purchase,Completed,,-35.0,100.69
SJN25TR8QM,2024-10-23 20:32:00.038,Purchase,Completed,,-38.0,135.69
SJN65DQP6G,2024-10-23 19:16:59.981,Charge,Completed,,-5.0,173.69
SJN65DQP6G,2024-10-23 19:16:59.981,,Completed,,-500.0,178.69
SJN34XCQV7,2024-10-23 18:04:00.019,,Completed,,-1342.0,678.69
SJN34X690B,2024-10-23 18:02:59.971,,Completed,2000.0,,2020.69
SJN84RY6HA,2024-10-23 17:33:59.962,Purchase,Completed,,-48.0,20.69
SJN84R2X2U,2024-10-23 17:28:59.981,Charge,Completed,,-5.0,68.69
SJN84R2X2U,2024-10-23 17:28:59.981,,Completed,,-400.0,73.69
SJN74QMX43,2024-10-23 17:26:00.010,,Completed,0.0,,473.69
SJN54NQEWL,2024-10-23 17:08:59.971,Purchase,Completed,,-35.0,473.69
SJN63QF8M2,2024-10-23 13:14:59.971,Purchase,Completed,,-28.0,508.69
SJN43JZQLK,2024-10-23 12:27:59.962,Purchase,Completed,,-32.0,536.69
SJN3350S07,2024-10-23 10:34:59.981,Purchase,Completed,,-25.0,568.69
SJN82RD12I,2024-10-23 08:50:00.038,Airtime Purchase,Completed,,-32.0,593.69
SJN32IMHD1,2024-10-23 07:34:59.981,Airtime Purchase,Completed,,-21.0,625.69
SJM024OIPM,2024-10-22 23:01:00.019,Pay Bill Charge,Completed,,-5.0,646.69
SJM024OIPM,2024-10-22 23:01:00.019,Pay Bill to 522522 - KCB Paybill AC Acc. 4243132000638767,Completed,,-300.0,651.69
SJM424JXQA,2024-10-22 22:59:00.010,OD Loan Repayment to 232323 - M-PESA Overdraw,Completed,,-48.31,951.69
SJM424K84G,2024-10-22 22:59:00.010,KCB M-PESA Withdraw,Completed,1000.0,,1000.0
SJM724ITEF,2024-10-22 22:59:00.010,KCB M-PESA Loan Request,Completed,0.0,,0.0
SJM1231DN9,2024-10-22 22:34:59.981,Pay Bill Charge,Completed,,-20.0,0.0
SJM1231DN9,2024-10-22 22:34:59.981,"Pay Bill Fuliza M-Pesa to 522522
- KCB Paybill AC Acc. 4243132000638767",Completed,,-1620.0,20.0
SJM1231DN9,2024-10-22 22:34:59.981,OverDraft of Credit Party,Completed,47.83,,1640.0
SJM81G4VGU,2024-10-22 19:54:00.029,Airtime Purchase,Completed,,-50.0,1592.17
SJM2196AWE,2024-10-22 19:23:00.010,Customer Transfer of Funds Charge,Completed,,-7.0,1642.17
SJM2196AWE,2024-10-22 19:23:00.010,Customer Transfer to - 2547******341 Faith Mutisya,Completed,,-130.0,1649.17
SJM612UZOE,2024-10-22 18:56:59.971,Airtime Purchase,Completed,,-45.0,1779.17
SJM5Z9QOCT,2024-10-22 16:14:59.971,Airtime Purchase,Completed,,-21.0,1824.17
SJM7Z0P7V9,2024-10-22 15:09:00.000,Customer Transfer of Funds Charge,Completed,,-13.0,1845.17
SJM7Z0P7V9,2024-10-22 15:09:00.000,Customer Transfer to - 2547******285 HILARY OBINO,Completed,,-550.0,1858.17
SJM2YXLG9Y,2024-10-22 14:46:00.019,Merchant Payment to 7213211 - QUICK MART MOMBASA RD,Completed,,-312.0,2408.17
SJM0YEG51K,2024-10-22 12:27:00.000,Airtime Purchase,Completed,,-50.0,2720.17
SJM6Y4ALUW,2024-10-22 11:06:59.962,Airtime Purchase,Completed,,-20.0,2770.17
SJM8Y2P1QA,2024-10-22 10:54:59.990,Merchant Payment Online to 515012 - Naivas Supermarket Hazina,Completed,,-156.0,2790.17
SJM1XUDDA7,2024-10-22 09:49:00.019,Airtime Purchase,Completed,,-38.0,2946.17
SJM1X9C9PD,2024-10-22 06:31:59.981,Airtime Purchase,Completed,,-20.0,2984.17
SJM5X8H6R9,2024-10-22 06:17:00.038,Airtime Purchase,Completed,,-25.0,3004.17
SJL7WZ6P31,2024-10-21 22:25:59.981,Airtime Purchase,Completed,,-35.0,3029.17
SJL8VO20E2,2024-10-21 17:48:59.990,KCB M-PESA Loan Repayment,Completed,,-1091.0,3064.17
SJL5VFSGBJ,2024-10-21 16:57:00.000,Customer Transfer to - 2547******395 BRIGIT KYENZE,Completed,,-70.0,4155.17
SJL4VCU03S,2024-10-21 16:38:00.038,Merchant Payment to 118896 - Quick Mart Mfangano,Completed,,-13195.0,4225.17
SJL4VB6308,2024-10-21 16:25:59.981,M-Shwari Loan Request,Completed,0.0,,17420.17
SJL1VB65AD,2024-10-21 16:25:59.981,M-Shwari Loan Disburse,Completed,16745.0,,17420.17
SJL4V4U22U,2024-10-21 15:40:59.981,Customer Transfer of Funds Charge,Completed,,-7.0,675.17
SJL4V4U22U,2024-10-21 15:40:59.981,Customer Transfer to - 07******640 Boniface Mwendwa,Completed,,-150.0,682.17
SJL6V19QI6,2024-10-21 15:15:00.029,Merchant Payment to 7760351 - QAFFEE SPOT LIMITED,Completed,,-1370.0,832.17
SJL5V14MRF,2024-10-21 15:13:59.981,KCB M-PESA Withdraw,Completed,1000.0,,2202.17
SJL4V0YDS8,2024-10-21 15:13:00.019,KCB M-PESA Loan Request,Completed,0.0,,1202.17
SJL4V0EDXI,2024-10-21 15:09:00.000,Business Payment from 149444 - CO-OP BANK via API. Original conversation ID is OMNIRIB_AB5D4DE74E24.,Completed,500.0,,1202.17
SJL8UZX6D6,2024-10-21 15:04:59.981,Airtime Purchase,Completed,,-35.0,702.17
SJL1UOVRBN,2024-10-21 13:43:59.981,Funds received from - 2547******503 ANN KILONZO,Completed,500.0,,737.17
SJL4UNFL6O,2024-10-21 13:34:00.019,Airtime Purchase,Completed,,-48.0,237.17
SJL4U8VZ5K,2024-10-21 11:44:00.010,Airtime Purchase,Completed,,-40.0,285.17
SJL0TMVAGW,2024-10-21 08:42:00.000,Airtime Purchase,Completed,,-38.0,325.17
SJL1TG4P1L,2024-10-21 07:36:00.029,Airtime Purchase,Completed,,-25.0,363.17
SJK2SQDLSG,2024-10-20 20:46:59.981,Airtime Purchase,Completed,,-28.0,388.17
SJK5SL8QYN,2024-10-20 20:14:00.038,Customer Transfer to - 2547******341 Faith Mutisya,Completed,,-60.0,416.17
SJK4SJWAFK,2024-10-20 20:05:00.038,Merchant Payment Online to 515012 - Naivas Supermarket Hazina,Completed,,-10.0,476.17
SJK0SJLTL2,2024-10-20 20:03:00.029,Merchant Payment Online to 515012 - Naivas Supermarket Hazina,Completed,,-902.0,486.17
SJK4SJFPKW,2024-10-20 20:01:59.981,Business Payment from 149444 - CO-OP BANK via API. Original conversation ID is OMNIRIB_AB5D3989AD24.,Completed,1000.0,,1388.17
SJK2RWYZE0,2024-10-20 18:04:59.981,Airtime Purchase,Completed,,-32.0,388.17
SJK4RDZ8Y2,2024-10-20 16:02:00.038,Purchase,Completed,,-25.0,420.17
SJK1QTQO7J,2024-10-20 13:36:59.990,Purchase,Completed,,-21.0,445.17
SJK4QM41P6,2024-10-20 12:38:00.010,,Completed,,-33.83,466.17
SJK1QM43P1,2024-10-20 12:38:00.010,,Completed,500.0,,500.0
SJK9QLPJEJ,2024-10-20 12:35:00.038,Purchase with Fuliza,Completed,,-35.0,0.0
SJK9QLPJEJ,2024-10-20 12:35:00.038,,Completed,33.49,,35.0
SJK2QEWGZO,2024-10-20 11:37:00.019,Purchase,Completed,,-25.0,1.51
SJK1Q0AOY7,2024-10-20 09:27:00.000,Purchase,Completed,,-38.0,26.51
SJK4PIOTL2,2024-10-20 04:50:00.010,Purchase,Completed,,-30.0,64.51
SJJ1P5AWK9,2024-10-19 21:51:59.990,Purchase,Completed,,-45.0,94.51
SJJ2P56UV0,2024-10-19 21:51:00.029,,Completed,,-60.49,139.51
SJJ4P56UUS,2024-10-19 21:51:00.029,,Completed,200.0,,200.0
SJJ5OV2RKB,2024-10-19 20:37:59.981,Purchase with Fuliza,Completed,,-30.0,0.0
SJJ5OV2RKB,2024-10-19 20:37:59.981,,Completed,30.0,,30.0
SJJ5OHY7YJ,2024-10-19 19:30:59.962,Purchase with Fuliza,Completed,,-32.0,0.0
SJJ5OHY7YJ,2024-10-19 19:30:59.962,,Completed,29.89,,32.0
SJJ2NQI8BQ,2024-10-19 17:17:59.971,Purchase,Completed,,-32.0,2.11
SJJ8NG0WH0,2024-10-19 16:14:59.971,Purchase,Completed,,-21.0,34.11
SJJ1MXB9Q5,2024-10-19 14:10:59.981,Purchase,Completed,,-38.0,55.11
SJJ5MN18LF,2024-10-19 13:02:00.038,Purchase,Completed,,-32.0,93.11
SJJ2M50546,2024-10-19 10:48:59.962,Purchase,Completed,,-35.0,125.11
SJJ9M4UBN9,2024-10-19 10:48:00.000,,Completed,,-39.89,160.11
SJJ1M4UG1N,2024-10-19 10:48:00.000,,Completed,200.0,,200.0
SJJ6LOEU9I,2024-10-19 08:37:00.019,Purchase with Fuliza,Completed,,-32.0,0.0
SJJ6LOEU9I,2024-10-19 08:37:00.019,,Completed,32.0,,32.0
SJJ2LE7VTK,2024-10-19 06:53:00.038,Purchase with Fuliza,Completed,,-40.0,0.0
SJJ2LE7VTK,2024-10-19 06:53:00.038,,Completed,7.49,,40.0
SJJ3LB9O17,2024-10-19 05:44:00.010,Purchase,Completed,,-45.0,32.51
SJJ9L9POIR,2024-10-19 03:40:00.019,Charge,Completed,,-42.0,77.51
SJJ9L9POIR,2024-10-19 03:40:00.019,,Completed,,-7400.0,119.51
SJJ4L9P23E,2024-10-19 03:38:59.971,,Completed,7500.0,,7519.51
SJJ3L9NDBV,2024-10-19 03:33:59.990,Purchase,Completed,,-35.0,19.51
SJJ7L8UFF3,2024-10-19 02:24:59.962,Purchase,Completed,,-32.0,54.51
SJI7KHVC4D,2024-10-18 20:06:00.000,Purchase,Completed,,-45.0,86.51
SJI4K3LKLE,2024-10-18 19:00:00.029,Purchase,Completed,,-35.0,131.51
SJI6K2FNVA,2024-10-18 18:56:00.010,,Completed,,-7.0,166.51
SJI6K2FNVA,2024-10-18 18:56:00.010,,Completed,,-150.0,173.51
SJI8K25092,2024-10-18 18:54:00.000,,Completed,200.0,,323.51
SJI8K1QBLE,2024-10-18 18:53:00.038,,Completed,,-30.0,123.51
SJI6J921LY,2024-10-18 16:21:00.000,Purchase,Completed,,-42.0,153.51
SJI0ID35O2,2024-10-18 12:36:59.962,Purchase,Completed,,-50.0,195.51
SJI1ICSSI7,2024-10-18 12:33:59.990,,Completed,300.0,,300.0
SJI6ICSMII,2024-10-18 12:33:59.990,,Completed,,-54.49,245.51
SJI9I1FPKZ,2024-10-18 11:08:00.010,Purchase with Fuliza,Completed,,-32.0,0.0
SJI9I1FPKZ,2024-10-18 11:08:00.010,,Completed,32.0,,32.0
SJI3H3BIN1,2024-10-18 05:05:00.038,Purchase with Fuliza,Completed,,-35.0,0.0
SJI3H3BIN1,2024-10-18 05:05:00.038,,Completed,21.95,,35.0
SJI0H223XS,2024-10-18 02:48:00.029,Purchase,Completed,,-35.0,13.05
SJH4GCD18O,2024-10-17 20:10:00.019,Purchase,Completed,,-25.0,48.05
SJH6FHPJLO,2024-10-17 17:44:59.971,Purchase,Completed,,-32.0,73.05
SJH0F08Y3A,2024-10-17 15:53:00.038,,Completed,,-29.0,105.05
SJH0F08Y3A,2024-10-17 15:53:00.038,,Completed,,-250.0,134.05
SJH8F04T14,2024-10-17 15:51:59.990,,Completed,450.0,,450.0
SJH1F04OIP,2024-10-17 15:51:59.990,,Completed,,-65.95,384.05
SJH4ESA7C8,2024-10-17 14:53:59.971,Purchase with Fuliza,Completed,,-35.0,0.0
SJH4ESA7C8,2024-10-17 14:53:59.971,,Completed,35.0,,35.0
SJH5EACOBT,2024-10-17 12:44:00.038,Purchase with Fuliza,Completed,,-32.0,0.0
SJH5EACOBT,2024-10-17 12:44:00.038,,Completed,30.29,,32.0
SJH7E7YI3B,2024-10-17 12:26:00.038,,Completed,,-100.0,1.71
SJH5E18W05,2024-10-17 11:32:00.038,Purchase,Completed,,-50.0,101.71
SJH1DQBPZL,2024-10-17 10:05:00.010,,Completed,150.0,,151.71
SJH5DLUIHL,2024-10-17 09:27:59.962,Purchase,Completed,,-32.0,1.71
SJH9DAN9G3,2024-10-17 07:50:59.971,,Completed,,-29.0,33.71
SJH9DAN9G3,2024-10-17 07:50:59.971,,Completed,,-200.0,62.71
SJH7D5YQJZ,2024-10-17 07:03:00.000,Purchase,Completed,,-35.0,262.71
SJH4D0QGVI,2024-10-17 04:38:00.038,Purchase,Completed,,-35.0,297.71
SJG5CJ99W9,2024-10-16 20:59:00.038,Purchase,Completed,,-20.0,332.71
SJG7CHI3S9,2024-10-16 20:48:00.029,,Completed,350.0,,352.71
SJG7AYNRC1,2024-10-16 15:53:00.038,Purchase,Completed,,-40.0,2.71
SJG6ATPF7K,2024-10-16 15:15:59.990,Purchase,Completed,,-32.0,42.71
SJG3AOHMBJ,2024-10-16 14:35:59.971,,Completed,,-3350.0,74.71
SJG7AOE4HN,2024-10-16 14:35:00.010,,Completed,3400.0,,3424.71
SJG9ANAC63,2024-10-16 14:26:59.971,,Completed,,-29.0,24.71
SJG9ANAC63,2024-10-16 14:26:59.971,,Completed,,-150.0,53.71
SJG9AMZV9R,2024-10-16 14:24:59.962,,Completed,,-150.0,203.71
SJG3AMWB6H,2024-10-16 14:24:00.000,,Completed,200.0,,353.71
SJG8ABSERI,2024-10-16 13:03:59.962,Purchase,Completed,,-35.0,153.71
SJG9ABJ7S9,2024-10-16 13:02:00.038,,Completed,,-11.29,188.71
SJG5ABJ979,2024-10-16 13:02:00.038,,Completed,200.0,,200.0
SJG8A231X4,2024-10-16 11:48:59.990,Purchase with Fuliza,Completed,,-32.0,0.0
SJG8A231X4,2024-10-16 11:48:59.990,,Completed,11.17,,32.0
SJG19UQUDN,2024-10-16 10:50:00.010,Purchase,Completed,,-32.0,20.83
SJG29D5MSA,2024-10-16 08:24:59.962,Purchase,Completed,,-32.0,52.83
SJG792CW61,2024-10-16 06:31:59.981,Purchase,Completed,,-22.0,84.83
SJF88PRLR0,2024-10-15 22:00:59.990,Purchase,Completed,,-15.0,106.83
SJF18HF9QL,2024-10-15 20:57:00.029,Purchase,Completed,,-20.0,121.83
SJF38887TX,2024-10-15 20:05:00.038,Purchase,Completed,,-28.0,141.83
SJF27T0MYU,2024-10-15 18:56:00.010,Purchase,Completed,,-32.0,169.83
SJF97SU2TN,2024-10-15 18:56:00.010,,Completed,200.0,,201.83
SJF871D37W,2024-10-15 16:27:59.990,Purchase,Completed,,-20.0,1.83
SJF16RW0B5,2024-10-15 15:20:00.010,Purchase,Completed,,-25.0,21.83
SJF56I955R,2024-10-15 14:08:00.010,,Completed,,-235.0,46.83
SJF86I5OIW,2024-10-15 14:08:00.010,,Completed,,-18.17,281.83
SJF06I58AI,2024-10-15 14:08:00.010,,Completed,300.0,,300.0
SJF06I25FY,2024-10-15 14:06:59.962,Purchase with Fuliza,Completed,,-30.0,0.0
SJF06I25FY,2024-10-15 14:06:59.962,,Completed,17.99,,30.0
SJF965AZJT,2024-10-15 12:35:00.038,Purchase,Completed,,-32.0,12.01
SJF7626HHJ,2024-10-15 12:11:00.010,,Completed,,-29.0,44.01
SJF7626HHJ,2024-10-15 12:11:00.010,,Completed,,-450.0,73.01
SJF161Y5FF,2024-10-15 12:09:00.000,,Completed,500.0,,523.01
SJF25H2CUG,2024-10-15 09:22:00.019,Purchase,Completed,,-40.0,23.01
SJF95EOLI7,2024-10-15 09:02:00.010,Purchase,Completed,,-20.0,63.01
SJF755KKWZ,2024-10-15 07:43:00.019,,Completed,,-20.0,83.01
SJF44WKKZS,2024-10-15 04:52:00.019,Purchase,Completed,,-40.0,103.01
SJF24W2GL2,2024-10-15 03:51:00.029,Purchase,Completed,,-25.0,143.01
SJE64F37VG,2024-10-14 21:11:59.971,Purchase,Completed,,-32.0,168.01
SJE33IAQ1P,2024-10-14 18:29:00.010,Purchase,Completed,,-45.0,200.01
SJE42YLEDA,2024-10-14 16:36:00.029,Purchase,Completed,,-28.0,245.01
SJE32WSA01,2024-10-14 16:23:00.010,Charge,Completed,,-34.0,273.01
SJE32WSA01,2024-10-14 16:23:00.010,,Completed,,-4000.0,307.01
SJE42OQ1UQ,2024-10-14 15:24:59.990,Purchase,Completed,,-21.0,4307.01
SJE12EK3YN,2024-10-14 14:08:00.010,Purchase,Completed,,-35.0,4328.01
